date,XLU,XLF,XLI,XLB,RWR,XLV,XLY,XLE,XLK,XLP,IYT
20000606,100.9397279,104.040404,101.333316,100.3589145,,101.7130621,102.0058993,100.9476148,105.9701493,96.05686442,
20000607,100.7696535,104.3044084,100.1589153,99.0586302,,100.3707797,99.65417874,96.75543295,110.082435,98.04177546,
20000608,100.6550218,99.27536232,97.79295886,98.62813606,,100.2132196,97.94050343,98.1427175,104.8543689,97.78645833,
20000609,102.2453625,93.73549884,97.44390653,96.875,,99.27159209,93.76391982,100.9615547,100.5223447,102.4275113,
20000612,104.2040538,96.73588667,97.70114943,98.28080229,,98.64300626,91.93729003,104.7227926,98.4375,102.4307895,
20000613,103.9978269,98.78640777,98.84210526,95.35052361,,98.10526316,96.81895258,100.7905138,101.6431925,103.230148,
20000614,103.1642111,99.0430622,99.10098799,100,,100.0527536,97.16597392,101.951968,97.92626728,103.4620506,
20000615,102.0065249,98.3576837,101.6657536,100.1464129,,103.7234043,97.89719626,100,100.3472222,105.3928309,
20000616,98.87518391,95.04950495,99.30408565,100.2932551,,101.048218,98.21852732,101.8546203,100.4618938,102.0407948,
20000619,100.9144528,96.68711656,98.18181818,96.50145773,,102.6455026,100.6090134,98.77452549,105.5261611,102.3731043,
20000620,97.73563387,95.57739558,94.72845154,97.52435768,,103.9163262,96.53524492,98.23529412,103.926097,99.47848761,
20000621,98.46640322,93.23671498,95.30416222,94.59064327,,101.6877637,95.53573333,100.1472597,106.8235294,100.1287001,
20000622,98.35192373,95.4236249,92.33616913,94.59064327,,98.66666667,95.34606205,98.90438247,101.384083,96.14653773,
20000623,100.5417118,99.73958333,95.20213991,94.66376608,,97.9253112,97.21886336,98.96655118,98.99426207,99.35483871,
20000626,98.61407249,98.73096447,98.47494553,95.54383082,,96.39175258,97.33656174,99.00744433,96.82451253,100.4507198,
20000627,96.98275862,100.9640308,102.0798018,101.2307692,,96.33452203,102.3514851,98.85231138,95.38888889,103.8007864,
20000628,97.47584962,100.9715233,102.9675431,101.46834,,96.36929461,102.6791073,96.2745098,95.34692511,101.7994859,
20000629,96.54054054,100.9721113,103.4344584,99.61362597,,98.02494802,101.3767209,99.09365559,96.70079636,104.9934297,
20000630,93.96551724,99.21671018,102.4915062,97.06563779,,100.2118644,101.8656716,96.56885584,100.6676249,104.8701506,
